0.0                  	-0.0567375           	-0.0036769288120191354
1.0                  	-0.11715192881201913 	-0.12974708950446423
2.0                  	-0.30363651831648336 	-0.19765697246955194
3.0                  	-0.5580309907860354  	-0.2733898006331038 
4.0                  	-0.8881582914191392  	-0.4148010103107187 
5.0                  	-1.359696801729858   	-0.4649900768223036 
6.0                  	-1.8814243785521618  	-0.5602462279608775 
7.0                  	-2.4984081065130392  	-0.5458550844050493 
8.0                  	-3.1010006909180885  	-0.5426235890669635 
9.0                  	-3.700361779985052   	-0.5371689649719087 
10.0                 	-4.29426824495696    	-0.6434777929547978 
11.0                 	-4.994483537911758   	-0.7228176592145702 
